"INVESTOR_NO"
"100011232655"
"100037336872"
"1001228322758"
"1234567890"
"100068166140"
"100052394473"
"100087672509"
"100116622664"
"100117277927"
"1"
""
"100130077934"
"100148415671"
"100113157560"
"100155026542"
"100152986729"
"100169593487"
"100154745395"
"100153479627"
"100139433735"
"100177722270"
"100177868292"
"100178149766"
"100177806448"
"100155008775"
"100135538468"
"100014455288"
"100153575641"
"100157001307"
"100175937379"
"20140922007"
"100009995987"
"100011258954"
"100079313256"
"100034437705"
"100154763669"
"100152996585"
"100177611908"
"100129709271"
"100010423863"
"100054207927"
"100157012631"
"100049829190"
"100156337107"
"100030712240"
"100063184106"
"100021485483"
"100009107892"
"100029863337"
"100030305678"
"100029377408"
"100015887650"
"100045328415"
"100010724663"
"100118162813"
"100130398031"
"100155016281"
"100155747584"
"100159626936"
"100177812837"
"100177973613"
"100124518525"
"100066781165"
"100169113862"
"100162562195"
"100167503009"
"100015539964"
"100130547808"
"100168801302"
"100154354605"
"100153158595"
"100153842628"
"100058796357"
"100029385227"
"100067815183"
"100088895664"
"123"
"100088666089"
"100144114483"
"100130054100"
"100149854303"
"100143614767"
"100155032610"
"100161255614"
"100153623572"
"100009092676"
"100170852519"
"100144343383"
"100147281614"
"100158889069"
"100170862795"
"100054943742"
"100125716839"
"100140475676"
"100119668131"
"100150779926"
"100150082743"
"100155806147"
"100159769236"
"100174089461"
"100167483373"
"100008759013"
"100008741634"
"100008226607"
"100065466266"
"100063622388"
"100123876220"
"100088027345"
"100142744962"
"100146199314"
"100169274992"
"100166193578"
"100154772608"
"100047559686"
"100171301667"
"100172306607"
"100141213322"
"100062268531"
"100061284585"
"100129012491"
"100170607499"
"100125323258"
"100165652539"
"100178485840"
"100016653555"
"100035305527"
"100016689455"
"1001228322759"
"12345"
"100119036762"
"100134704737"
"100141099050"
"100030983425"
"100155798651"
"100114205887"
"100153433312"
"100177216698"
"100162518753"
"100171293701"
"100179443646"
"100179603686"
"100156365785"
"100015165071"
"100179179733"
"100116699133"
"100169458642"
"100073723328"
"100159751943"
"100011246917"
"100009111524"
"100075826161"
"1000803"
"100085178797"
"100081939982"
"100128576913"
"100070279218"
"100173116469"
"100154851824"
"100179572956"
"100170816839"
"100169503008"
"100170803410"
"100174282636"
"100164216505"
"100129052268"
"100130047210"
"100029228025"
"100132767558"
"100047182308"
"100013176214"
"100076683660"
"100129783463"
"100134835935"
"100149607627"
"100147624308"
"100075773687"
"100163569580"
"100172734259"
"100173748643"
"100161991947"
"100155877718"
